%time,field.data
1547890529808365795,-7.52197265625
1547890529810659213,-7.52197265625
1547890529814689978,-7.52197265625
1547890529816637315,-7.52197265625
1547890529818817010,-7.52197265625
1547890529822888867,-7.52197265625
1547890529824887946,-7.52197265625
1547890529827017001,-7.52197265625
1547890529831254316,-7.52197265625
1547890529833049097,-7.52197265625
1547890529835264490,-7.52197265625
1547890529839378597,-7.52197265625
1547890529841275581,-7.52197265625
1547890529843068611,-7.52197265625
1547890529847388525,-7.52197265625
1547890529849186641,-7.52197265625
1547890529851531476,-7.52197265625
1547890529855434486,-7.52197265625
1547890529857688295,-7.52197265625
1547890529859854057,-7.52197265625
1547890529863778555,-7.52197265625
1547890529865713380,-7.52197265625
1547890529867836324,-7.52197265625
1547890529872119612,-7.52197265625
1547890529874078390,-7.52197265625
1547890529876236954,-7.52197265625
1547890529880103230,-7.52197265625
1547890529882013168,-7.52197265625
1547890529884303471,-7.52197265625
1547890529886085079,-7.52197265625
1547890529889267056,-7.52197265625
1547890529892522057,-7.52197265625
1547890529894562543,-7.52197265625
1547890529897512100,-7.52197265625
1547890529900569086,-7.52197265625
1547890529902381261,-7.52197265625
1547890529905565554,-7.52197265625
